gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,1.0444997840640593,1,1,1,1,0,0,0,1,1,0.9491239700698195,1.389709253851058,0,0,1,0,0,0,0
0,0,1,1,1.616476514251552,0,0,1,1,1,1,1,1,1,-0.03301862893755993,1.0580809329762335,0,1,0,0,0,0,0
1,1,0,0,0.10482372732746434,1,1,0,0,0,0,1,1,1,1.0171439811497223,0.5238693326318222,0,0,1,0,0,1,0
0,0,1,0,1.616476514251552,1,0,0,0,0,0,0,0,0,-1.469733984917949,-0.3464949999929332,0,1,0,1,1,0,0
0,0,1,0,0.758511418970313,1,0,0,0,0,0,0,0,0,0.1444970097343822,0.6013581543136741,0,0,1,0,0,0,1
1,0,0,0,1.493910072068518,1,0,0,0,0,0,0,0,1,-1.5095505767695994,-0.37048541559195713,0,1,0,1,0,0,0
1,0,1,0,1.493910072068518,1,1,0,0,1,0,1,1,0,1.1515249786490427,2.0102598659925084,1,0,1,0,0,0,0
0,0,0,0,-0.8757078101368088,1,0,0,0,0,0,0,0,0,-1.4763700835598907,-0.9008788541161007,0,0,0,1,0,0,0
1,0,0,1,-1.2842626174135892,0,0,0,0,0,0,0,0,0,-1.3469661600420264,-0.9989151246688739,0,0,0,0,0,0,1
1,1,0,0,-1.2025516559582332,1,1,0,1,1,0,1,1,1,1.3340176913024409,-0.8796251556599276,0,0,1,0,0,1,0
0,0,1,0,0.18653468878282042,1,1,1,0,1,1,0,1,1,1.14157083068613,0.6477057833458271,1,0,1,0,0,1,0
1,1,0,0,-1.161696175230555,0,0,0,0,0,0,0,0,1,-1.3137856668323176,-0.9643530355906111,0,0,0,0,0,0,0
1,1,1,0,1.4121991106131617,1,1,0,0,0,0,1,1,1,0.9905995865819555,1.67370986832046,0,0,1,0,1,0,0
1,0,1,1,-0.30373107994931614,1,0,0,0,0,1,1,0,0,0.7002702709970038,-0.0389233056157501,0,0,1,0,0,1,0
1,0,0,0,1.616476514251552,1,1,1,1,1,1,1,1,0,0.9026712795762271,1.9181384357162194,0,1,0,0,0,0,0
1,0,1,1,-0.9982742523198429,1,0,1,0,0,0,0,0,1,-0.44777479405891935,-0.8279144438397683,0,0,0,0,1,0,0
0,0,0,0,-0.9165632908644868,1,0,0,0,0,0,0,1,1,0.5128004843621492,-0.6361676814438896,0,0,1,0,0,0,0
1,0,0,0,-1.079985213775199,1,0,0,0,0,0,0,0,0,-1.481347157541347,-0.9519936678487037,0,0,0,1,0,0,0
1,1,1,1,0.7993668996979911,1,1,0,1,1,0,1,1,1,0.5327087802879742,0.7911406600505713,1,0,0,0,0,1,0
1,0,1,1,1.5347655527961959,1,1,0,0,0,0,0,0,0,-1.3088085928508613,-0.2525196645553582,0,1,0,1,0,0,1
0,1,1,0,1.5347655527961959,1,1,1,1,1,1,1,1,1,0.9093073782181689,1.848263867375364,0,1,0,0,0,0,0
1,0,0,0,1.0444997840640593,1,1,0,0,0,0,0,0,1,-1.310467617511347,-0.3588102271357625,0,1,0,1,1,0,0
1,0,1,0,1.5347655527961959,1,1,1,0,1,1,0,1,0,0.41491802939350825,1.4173412688740366,0,1,0,0,1,0,0
0,0,1,1,1.616476514251552,1,0,0,0,0,0,0,0,0,-1.4962783794857157,-0.4005451635642393,0,1,0,1,1,0,0
0,0,1,1,1.3713436298854838,1,0,0,0,0,1,0,0,1,-0.510817731157366,0.42578892147997066,1,0,0,0,1,0,0
0,0,1,1,-0.6714304064984186,0,0,0,0,0,0,0,1,1,-0.9720265867723176,-0.7656320585403703,0,0,0,0,1,0,0
0,0,1,1,0.10482372732746434,1,1,1,1,0,0,0,0,1,-0.1773537743997928,-0.0663566879428769,0,0,0,0,1,0,0
0,1,0,0,1.3304881491578058,1,1,0,1,1,0,1,0,1,1.0171439811497223,1.737404752790362,0,0,1,0,0,0,0
0,1,0,0,-1.2434071366859112,1,0,0,0,0,0,0,0,0,-0.6916514191502785,-0.9720334998302251,0,0,0,0,0,1,0
0,0,0,0,-0.0994536763109259,1,0,1,0,0,0,0,0,1,-0.5307260270831913,-0.3312664933109401,0,0,0,0,0,0,1
1,0,0,0,-0.7531413679537746,1,1,0,0,0,1,1,0,1,0.8346512684963242,-0.48944433010781657,0,0,1,0,0,1,0
1,0,1,1,-1.0391297330475209,1,0,0,0,0,0,0,0,1,-1.478029108220376,-0.9324835230561213,0,0,0,1,0,0,0
1,0,0,0,-1.2434071366859112,1,0,0,0,0,0,1,0,0,0.4713248678500132,-0.946189179069915,0,0,1,0,0,1,0
1,0,1,0,1.3713436298854838,1,1,1,1,0,1,1,1,0,0.678702950410693,1.4350637194039506,0,1,0,0,0,1,0
1,0,0,0,-1.2025516559582332,1,0,0,0,0,0,0,0,1,-1.4614388616155216,-0.9799788076643084,0,0,0,1,1,0,0
1,0,0,1,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.4946193548252305,-1.0008793813278556,0,0,0,1,0,0,1
0,0,1,0,1.45305459134084,1,0,0,1,0,1,1,0,0,-0.023064480974647392,0.9000355179765916,0,1,0,0,0,0,0
0,0,0,0,-0.9165632908644868,1,1,0,0,0,0,0,1,0,0.7185195422623435,-0.6428549822042431,0,0,1,0,0,1,0
0,0,1,1,0.676800457514957,1,1,0,1,0,0,1,1,0,1.183046447198266,1.171742975602704,1,0,1,0,0,0,1
0,0,0,0,-0.3854420414046722,1,0,0,0,0,0,0,0,1,-1.4763700835598907,-0.8018714903836062,0,0,0,1,0,0,0
0,1,0,0,-0.7939968486814527,1,0,0,0,1,0,1,1,1,1.0635966716433143,-0.4642179777346019,0,0,1,0,0,1,0
1,0,1,1,1.3304881491578058,1,0,0,0,0,0,0,0,1,-1.4913013055042594,-0.450313689024956,0,1,0,1,1,0,0
0,1,1,1,-0.181164637766282,0,0,0,0,0,0,1,0,1,-0.9587543894884341,-0.579822206720515,0,0,0,0,0,1,0
0,1,0,0,-1.2434071366859112,1,1,0,1,0,0,0,1,0,0.8197200465519552,-0.938310082134449,0,0,1,0,0,1,0
1,0,0,0,-0.9574187715921648,1,0,1,0,0,0,0,0,0,0.3585111909370033,-0.7175850164437051,0,0,1,0,0,1,0
1,0,1,0,0.8810778611533472,1,1,1,1,1,0,1,1,0,1.4849889354066155,1.6913440376522173,0,0,1,0,0,1,0
1,0,1,1,-0.30373107994931614,1,0,1,1,1,0,0,0,1,-0.10601571399891904,-0.2984920984953462,1,0,0,0,0,0,0
0,0,0,1,-0.5488639643153844,1,0,0,0,0,0,0,0,0,-1.469733984917949,-0.8336747920194788,0,1,0,1,0,0,1
1,0,0,1,1.575621033523874,1,1,1,1,0,0,0,0,1,0.6853390490526348,1.6516174984818004,1,0,1,0,1,0,0
1,0,0,0,0.14567920805514237,1,0,0,0,0,0,0,0,1,-1.4747110588994052,-0.7024447909598684,1,0,0,1,1,0,0
1,0,0,0,-0.6714304064984186,1,0,0,0,0,0,0,0,0,-1.4946193548252305,-0.8794265229640755,0,0,0,1,1,0,0
0,0,0,0,-0.30373107994931614,1,1,0,0,0,0,0,0,0,-1.3287168887766867,-0.7041000634253024,0,1,0,1,1,0,0
0,0,1,0,1.0853552647917375,1,0,1,0,1,0,0,0,1,0.5459809775718579,1.0382838742896423,1,0,1,0,1,0,0
1,0,1,1,1.575621033523874,1,1,0,0,0,0,0,0,0,-1.3569203080049392,-0.291694446237297,0,1,0,1,1,0,0
0,1,0,0,0.5542340153319228,1,0,0,1,0,0,1,1,0,1.0105078825077805,0.9432712347737285,1,0,1,0,1,0,0
0,0,1,1,-0.6714304064984186,1,0,1,1,0,1,0,1,0,0.11463456584564412,-0.5174956808220388,0,1,0,0,0,0,0
0,0,1,1,0.676800457514957,1,1,0,0,0,0,1,1,1,1.0221210551311783,1.1018684072618485,0,0,1,0,0,1,0
1,0,1,1,-0.34458656067699417,1,1,1,0,1,1,1,1,1,0.6637717284663239,-0.13097852499342172,1,0,0,0,0,0,1
0,0,0,0,-1.2434071366859112,0,0,1,1,0,0,0,1,1,-0.7364450849833853,-0.9776393559131616,0,0,0,0,0,1,0
0,0,1,1,1.0444997840640593,1,1,0,1,0,0,1,0,1,0.06652285069156634,0.7429611961566712,0,0,0,0,0,0,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,1,1,1,0.811424923249528,-0.970201664968478,0,0,1,0,0,1,0
0,1,1,0,0.5133785346042448,1,0,0,0,1,0,0,1,1,0.7069063696389452,0.6948700134609276,0,0,1,0,0,1,0
1,0,0,0,-1.2842626174135892,1,0,0,0,1,0,0,0,1,-0.47431918862668626,-0.9873061471112965,0,0,0,0,0,1,0
1,1,1,0,-0.9982742523198429,0,0,0,1,1,0,0,1,1,-0.7115597150761038,-0.8456589646692212,0,0,0,0,0,0,1
0,0,0,0,-0.4262975221323503,1,1,0,0,0,1,1,0,1,0.8363102931568095,-0.12952188522383978,0,0,1,0,0,1,0
1,0,1,0,1.3713436298854838,1,1,1,1,1,1,1,1,0,1.6923670179672952,2.4961154400467067,1,0,1,0,0,0,0
1,0,1,0,-0.9982742523198429,1,0,1,0,0,0,0,0,1,0.3220126484063238,-0.7403836358676165,0,0,1,0,0,1,0
1,0,1,1,1.616476514251552,1,1,1,0,1,0,1,1,1,1.3705162338331203,2.454777769009934,1,0,1,0,0,0,0
0,0,1,1,0.5950894960596009,1,0,0,1,0,1,0,1,0,-0.03301862893755993,0.3178210161345933,0,1,0,0,0,0,0
1,0,0,0,-1.161696175230555,1,1,0,0,0,0,0,0,1,0.24569751402399378,-0.8747255491622429,0,0,1,0,0,0,0
0,0,0,0,-0.14030915703860394,1,0,0,0,0,0,1,0,1,0.4680068185290425,0.042780943278073885,0,0,1,0,0,1,0
0,0,0,0,1.616476514251552,1,1,1,1,1,1,1,1,1,1.713934338553606,2.527631827788571,0,1,1,0,0,0,0
0,0,1,0,-0.6714304064984186,1,1,0,0,0,0,1,0,1,0.6687488024477805,-0.40122934284995204,0,0,1,0,0,1,0
1,0,0,0,-1.2434071366859112,1,0,0,0,0,0,1,0,1,0.5028463363992366,-0.9325938745538168,0,0,1,0,0,1,0
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.5029144781276575,-1.000989732825551,0,0,0,1,0,0,1
1,0,1,0,1.45305459134084,1,0,1,1,1,0,0,1,0,0.20422189751185785,1.083307285349448,0,1,0,0,0,0,0
1,1,0,0,0.02311276587210824,1,1,0,0,0,0,0,0,1,-1.3237398147952304,-0.6353731506604813,1,0,0,1,0,0,0
0,0,1,1,1.1670662262470934,1,0,0,0,0,0,0,0,1,-1.5062325274486286,-0.4876124952460696,0,0,0,1,0,0,1
0,0,0,0,-0.3854420414046722,1,1,0,1,0,0,0,0,1,0.47630194183146973,-0.26938137340324625,0,0,1,0,0,1,0
1,0,1,1,-0.5488639643153844,1,0,1,0,0,0,0,0,1,-0.5257489531017348,-0.5877895848541375,1,0,0,0,0,0,0
1,0,1,1,-0.7939968486814527,0,0,1,1,0,1,0,0,0,-0.8044650960632884,-0.7490131229874126,0,1,0,0,0,0,1
0,0,1,0,-0.4671530028600283,1,1,0,0,0,0,0,1,1,0.7201785669228289,-0.21122613411766378,0,0,1,0,0,1,0
0,1,1,0,1.2079217069747716,1,1,1,0,1,0,1,1,1,1.3290406173209843,1.7769547295644657,1,0,1,0,0,1,0
0,0,0,0,-0.14030915703860394,1,1,0,0,0,0,0,0,0,-1.3154446914928033,-0.6997301441165565,0,0,0,1,0,1,0
1,1,1,0,1.5347655527961959,1,0,1,1,1,0,1,1,0,1.3456308639258387,2.3062005125125746,0,1,1,0,1,0,0
1,0,1,1,0.22739016951049848,1,1,0,0,1,0,1,1,1,1.2062727924450622,0.736913934082952,0,0,1,0,1,0,0
0,1,0,0,-0.05859819558324785,1,1,0,0,0,0,0,0,1,0.3021043524804988,-0.030933857182588526,0,0,1,0,0,1,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,0.1710414043021491,-0.9787208005905786,0,0,1,0,0,1,0
0,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-0.6916514191502785,-0.9901973563509213,0,0,0,0,0,0,1
1,0,1,1,1.575621033523874,1,1,1,0,0,0,1,0,1,0.04661455476574127,1.0617225324001884,1,0,0,0,0,1,0
1,0,1,1,-1.161696175230555,1,0,0,0,0,0,0,0,0,-1.5012554534671723,-0.9792284174799782,0,1,0,1,1,0,0
0,0,0,0,-1.2434071366859112,1,0,0,0,0,0,0,1,0,0.5293907309670035,-0.939214964415553,0,0,1,0,0,1,0
0,0,0,0,-1.161696175230555,1,1,0,0,0,1,1,0,1,-0.013110333011734388,-0.8979214339778585,0,0,0,0,0,0,1
0,0,1,0,1.493910072068518,1,1,1,0,0,0,1,1,0,1.1399118060256448,2.0252235290800322,0,1,1,0,0,0,0
1,0,0,0,1.2896326684301276,1,1,1,1,1,1,1,0,0,0.5459809775718579,1.4479527743347969,1,0,0,0,0,1,0
1,0,0,0,1.1262107455194155,1,0,1,0,1,1,1,1,0,0.4713248678500132,1.109637152699619,1,0,0,0,0,0,1
0,1,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,1,0.1710414043021491,-0.9787208005905786,0,0,1,0,0,1,0
1,0,0,0,1.2487771877024496,1,1,0,1,0,1,1,1,0,1.3472898885863245,1.9536495476746643,0,0,1,0,0,1,0
1,0,0,0,0.10482372732746434,1,0,0,0,0,0,0,0,0,-1.5112096014300849,-0.7103680284944126,0,1,0,1,0,0,1
1,1,1,0,-0.6305749257707405,1,0,0,1,0,0,0,0,1,0.386714610165256,-0.465167000614784,0,0,1,0,0,1,0
0,0,0,0,1.2487771877024496,1,1,0,1,0,0,1,1,0,1.0835049675691397,1.7505145107165994,0,1,1,0,0,0,0
1,1,1,0,-0.5488639643153844,1,0,1,0,1,0,1,0,0,0.05325065340768312,-0.4419269752000902,0,0,0,0,0,0,0
1,0,1,0,-0.4671530028600283,1,1,0,1,1,1,1,1,1,1.5397367492026353,0.013184671596113239,0,0,1,0,0,1,0
0,1,1,1,1.0036443033363813,1,0,0,1,1,1,1,0,1,1.0121669071682657,1.4479086337357183,0,0,1,0,1,0,0
1,0,1,0,-0.9982742523198429,1,0,0,1,0,0,0,0,1,-0.5058406571759096,-0.835925962572469,0,0,0,0,0,0,0
1,0,0,0,-1.079985213775199,1,0,0,0,0,0,0,0,0,-1.4647569109364926,-0.9613514748532906,0,0,0,1,0,0,1
0,0,0,0,1.3713436298854838,0,0,1,0,1,1,1,1,1,-0.11431083730134622,0.8413947321011483,0,1,0,0,0,0,0
0,0,1,1,1.2487771877024496,1,0,1,1,1,1,1,0,0,0.35685216627651795,1.0684760440591594,0,1,0,0,1,0,0
1,0,1,1,-0.181164637766282,1,1,0,0,0,0,1,1,0,0.9093073782181689,0.12399964558203726,1,0,1,0,0,0,0
0,0,0,0,-0.3854420414046722,1,0,1,0,0,0,0,0,1,0.33860289501117824,-0.22455659503929257,0,0,1,0,0,0,0
0,0,1,0,-0.14030915703860394,1,0,0,0,0,0,0,0,0,-1.4913013055042594,-0.7566494466279483,0,0,0,1,0,0,1
1,1,0,0,-0.5897194450430624,1,1,0,1,0,0,0,0,1,0.5227546323250617,-0.3864863827578195,0,0,1,0,1,0,0
1,0,0,0,0.8402223804256691,0,0,1,1,0,0,0,1,1,-0.6136772601074632,0.11459769797837185,0,0,0,0,0,0,0
0,0,1,1,-0.9165632908644868,1,1,1,1,0,0,1,0,0,0.18265457692554699,-0.7111404889782819,1,0,0,0,0,1,0
1,0,0,0,0.26824565023817654,1,0,0,0,0,1,0,0,1,-0.4975455338734825,-0.1395197309150613,0,1,0,0,0,0,0
0,0,1,0,-0.6305749257707405,1,1,0,1,0,0,1,1,1,0.3518750922950619,-0.42581565653653225,0,0,0,0,0,0,0
1,0,1,1,0.18653468878282042,1,0,0,0,0,0,1,1,0,0.8761268850084601,0.42389087571960643,1,0,1,0,1,0,0
0,0,1,1,0.02311276587210824,1,0,0,0,0,0,0,0,0,-1.4830061822018323,-0.7137006437248199,0,1,0,1,0,0,1
0,0,1,1,-0.5488639643153844,1,1,0,0,0,1,0,1,1,0.8147429725704987,-0.26501145409450044,1,0,1,0,0,0,0
0,0,0,0,-1.0391297330475209,1,0,1,1,1,0,0,0,0,-0.11265181264086088,-0.8158640602914085,0,0,0,0,0,1,0
0,0,0,1,-0.9574187715921648,1,0,0,0,1,1,1,1,1,0.26892385927079004,-0.7220652872501464,0,0,0,0,0,0,1
1,1,1,0,1.0853552647917375,0,0,1,0,1,1,1,1,1,-0.024723505635132734,0.7060817256268008,0,1,0,0,1,0,0
0,0,1,1,0.9219333418810253,1,0,0,1,1,1,1,1,1,1.2908830501298196,1.4873261887125877,1,0,1,0,0,0,0
0,0,0,0,-1.161696175230555,1,0,1,0,1,1,0,1,1,0.9823044632795283,-0.8386847500148591,0,0,1,0,0,0,0
1,0,1,1,1.0036443033363813,1,0,0,0,0,0,0,0,0,-1.4614388616155216,-0.5138320110985447,0,1,0,1,0,0,1
0,0,1,0,1.45305459134084,1,1,1,1,1,1,1,1,0,1.6625045740785578,2.4525928093555613,0,1,1,0,0,0,0
0,0,1,0,1.2896326684301276,1,0,1,1,1,1,0,1,1,0.31703557442486735,1.0912967337826098,0,1,0,0,0,0,1
0,0,1,1,1.616476514251552,1,1,0,1,1,0,1,1,1,1.2742928035249652,2.2404310198859956,1,0,1,0,1,0,0
0,1,1,0,-0.9982742523198429,1,1,0,0,0,0,0,1,1,0.637227333898557,-0.738838714899878,0,0,1,0,0,1,0
1,0,1,0,1.616476514251552,1,1,1,1,1,1,1,1,0,1.6923670179672952,2.6682637764518464,0,1,1,0,1,0,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,1,-0.6302675067123175,-0.9893807552679736,0,0,0,0,0,0,1
1,0,1,1,1.493910072068518,1,0,0,0,0,1,1,1,1,1.0088488578472952,1.9353311990571942,0,1,1,0,1,0,0
0,0,1,0,0.9627888226087032,1,0,1,0,1,0,0,0,0,0.5144595090226345,0.9827550006492151,0,1,1,0,0,0,0
1,0,0,0,-0.9574187715921648,1,0,1,0,0,1,0,1,0,0.005138938253605332,-0.7677949478952042,0,0,0,0,0,0,1
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,1,0.16938237964166375,-0.9787428708901177,0,0,1,0,0,1,0
0,0,1,0,1.0853552647917375,1,1,0,1,0,1,1,1,1,0.5078234103806927,1.0620094462941967,1,0,0,0,0,1,0
0,0,0,0,-0.8348523294091307,1,1,0,0,0,1,0,0,1,0.48957413911535297,-0.5866198589785641,0,0,1,0,1,0,0
1,0,1,1,-1.161696175230555,1,1,0,1,1,0,0,0,1,0.6637717284663239,-0.84543826167383,0,0,1,0,0,0,0
0,1,0,0,-1.2025516559582332,1,0,0,0,0,0,0,0,1,0.18265457692554699,-0.9056460388165507,0,0,1,0,0,1,0
1,0,0,0,-1.2842626174135892,1,0,1,0,0,0,0,0,1,-0.46602406532425905,-0.9871957956136008,0,0,0,0,0,0,1
1,0,0,0,-0.14030915703860394,1,0,0,0,1,1,1,1,1,1.1282986334022465,0.22947360707949396,0,0,1,0,1,0,0
0,0,1,0,1.575621033523874,1,0,1,1,1,1,1,1,1,0.6504995311824406,1.62528763113163,0,1,0,0,1,0,0
0,0,1,1,-0.3854420414046722,1,0,1,1,0,1,0,0,1,-0.2337606128562978,-0.44333947437059396,1,0,0,0,0,0,1
1,0,0,1,-1.079985213775199,1,1,0,0,0,0,0,0,0,-1.2756280996411526,-0.9283563770423056,0,0,0,1,0,0,1
0,0,1,1,0.18653468878282042,1,0,0,0,0,0,0,0,0,-1.5078915521091139,-0.7077858034483355,0,0,0,1,0,1,0
1,0,1,0,-0.34458656067699417,1,0,1,0,0,1,1,1,0,0.31869459908535314,-0.2535128280346186,1,0,0,0,0,0,0
0,0,1,0,0.676800457514957,1,1,1,0,0,0,1,1,1,1.1963186444821494,1.1300521797733054,0,0,1,0,0,0,1
0,0,1,0,-0.8757078101368088,1,1,1,0,0,1,1,0,1,1.0420293510570038,-0.47017695861016445,0,0,1,0,1,0,0
1,0,0,0,0.47252305387656673,1,0,0,0,1,1,1,1,0,1.1714332745748677,0.9230327700963553,0,1,1,0,0,0,0
0,0,0,0,-0.8757078101368088,1,1,0,0,0,0,0,0,0,-1.3137856668323176,-0.9013864710055004,1,0,0,1,0,1,0
1,0,1,1,0.4316675731488887,0,0,0,1,0,0,0,0,0,-1.1777456446725119,-0.46929414662859964,0,0,0,0,1,0,0
0,0,0,0,-1.2842626174135892,1,0,0,1,0,0,0,0,0,-0.4726601639662009,-0.9872840768117572,0,0,0,0,0,1,0
0,0,1,1,-0.3854420414046722,1,1,0,0,0,0,0,0,0,-1.3585793326654245,-0.7334314915127935,0,1,0,1,0,0,1
0,1,1,0,-0.30373107994931614,1,1,1,0,0,1,1,0,1,0.15611018235778007,-0.2359669399010178,0,0,0,0,1,0,0
1,1,1,0,-0.7531413679537746,1,1,0,0,0,0,0,0,1,0.3419209443321489,-0.5622983888864533,0,0,1,0,0,1,0
0,0,0,0,-0.9165632908644868,1,1,0,1,0,0,0,0,1,0.5061643857202073,-0.6429211931028604,0,0,1,0,0,0,0
1,0,1,1,-0.22202011849396003,1,0,1,1,0,0,0,0,1,0.5260726816460328,-0.0342002615143784,1,0,1,0,1,0,0
1,0,0,0,-1.2025516559582332,1,1,0,1,1,0,1,1,1,1.3456308639258387,-0.8669126631253942,0,0,1,0,0,0,0
1,0,0,0,-0.9165632908644868,1,1,0,0,0,0,0,0,0,-1.2971954202274631,-0.8985394023649539,0,1,0,1,0,0,0
1,1,0,0,-1.120840694502877,0,0,0,0,1,1,1,0,0,-0.643539703996201,-0.9148052131252856,0,0,0,0,1,0,0
1,0,1,1,0.6359449767872789,1,1,0,0,0,0,0,0,0,-1.2772871243016382,-0.460024620822169,0,1,0,1,0,0,0
0,1,0,0,-1.0391297330475209,1,0,0,1,1,0,1,0,1,0.005138938253605332,-0.7916970822960716,0,0,0,0,0,1,0
0,0,0,0,0.47252305387656673,0,0,0,0,1,0,1,1,1,-0.5224309037807641,-0.009812580523650263,1,0,0,0,0,1,0
0,0,0,0,-1.2434071366859112,1,0,0,0,1,1,1,1,0,0.38505558550477065,-0.9386190663279966,0,0,0,0,0,1,0
0,0,0,0,-1.161696175230555,1,0,0,1,0,0,0,0,1,0.39335070880719786,-0.8623441111207963,0,0,1,0,0,0,0
1,0,0,0,0.18653468878282042,1,1,0,0,0,1,1,1,0,1.1282986334022465,0.5245314416179958,0,0,1,0,0,0,0
0,0,0,0,-0.7939968486814527,1,0,0,0,0,0,0,0,1,-1.5095505767695994,-0.8863124564202811,0,0,0,1,0,0,1
0,0,0,0,0.26824565023817654,1,0,0,1,0,0,1,0,1,-0.2055571936280453,-0.027689523150337854,1,0,0,0,1,0,0
1,0,1,0,0.3908120924212107,1,1,1,0,0,0,0,0,0,-0.2885084266523172,0.04397273945318631,1,0,0,0,1,0,0
0,0,0,1,0.5542340153319228,1,0,1,1,0,1,1,1,1,1.3406537899443827,1.1192377329991365,1,0,1,0,0,0,0
1,0,1,1,-0.6714304064984186,1,0,1,1,0,0,0,0,1,-0.2968035499547444,-0.6309590907526571,1,0,0,0,0,0,1
1,0,1,1,0.8810778611533472,0,0,0,0,1,1,0,1,0,-0.6236314080703756,0.06039304231029207,0,1,0,0,1,0,0
1,0,0,0,0.02311276587210824,1,0,0,1,1,0,1,0,1,0.05325065340768312,-0.018464137942985452,0,0,0,0,1,0,0
0,0,0,0,-0.4262975221323503,0,0,0,0,1,0,1,1,1,-0.47100113930571536,-0.5358360997390479,0,0,0,0,0,1,0
1,0,0,0,0.10482372732746434,1,0,1,0,0,1,0,1,1,0.8097658985890426,0.42554614818504044,1,0,1,0,0,1,0
0,0,0,0,-1.161696175230555,1,0,0,0,0,0,0,0,0,-1.4548027629735798,-0.9718569374339121,0,0,0,1,0,0,0
1,0,0,0,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.4713930095784342,-1.0005703971343078,0,1,0,1,0,0,1
1,0,1,0,0.14567920805514237,1,0,0,0,0,0,0,0,0,-1.4581208122945508,-0.6917627659829341,1,0,0,1,0,0,0
1,0,1,1,-0.30373107994931614,1,0,1,0,0,1,0,0,0,-0.3482333144297931,-0.4371818607991793,0,0,0,0,0,1,0
0,0,0,0,-1.2025516559582332,1,0,1,1,0,1,0,1,0,0.20919897149331387,-0.9154231815123811,0,1,0,0,0,0,1
1,0,0,0,-0.4262975221323503,1,1,1,0,0,0,1,1,1,1.1930005951611786,-0.0848515989566599,0,0,1,0,0,1,0
0,0,1,1,-0.6714304064984186,1,0,1,0,1,0,1,1,0,1.1913415705006933,-0.33746824748143295,0,0,1,0,0,0,0
0,1,0,0,0.7176559382426351,1,1,0,1,0,1,1,1,1,1.3937425790799165,1.3510200187589796,1,0,1,0,0,1,0
0,0,0,0,-0.9165632908644868,1,0,0,0,0,0,0,0,1,-1.4465076396711527,-0.9113181057981046,0,0,0,1,0,1,0
0,0,0,0,-0.30373107994931614,1,0,1,1,1,1,1,0,0,0.315376549764382,-0.18690466402555303,1,0,0,0,0,0,1
1,1,0,0,-0.017742714855569806,1,1,0,0,0,0,1,1,1,1.0403703263965185,0.3231178880239822,0,0,1,0,1,0,0
0,0,1,1,1.2487771877024496,1,0,0,0,0,0,0,0,0,-1.5078915521091139,-0.45172618819545973,0,1,0,1,0,1,0
1,0,0,1,-1.120840694502877,1,0,0,0,0,1,0,0,1,-0.5357031010646475,-0.9057784606137854,0,0,0,0,0,0,0
1,1,1,0,0.47252305387656673,0,0,0,1,0,0,0,0,1,-1.1429061268023175,-0.4094174239789657,0,0,0,0,0,1,0
0,1,0,0,-0.6714304064984186,1,1,0,0,0,0,1,1,1,1.0403703263965185,-0.3345991085413473,0,0,1,0,0,1,0
1,0,1,0,-0.5080084835877063,1,0,1,0,0,1,0,1,1,-0.02140545631416158,-0.4470472846931661,1,0,0,0,0,0,1
0,0,0,0,-0.0994536763109259,1,1,1,0,0,1,1,1,0,1.3804703817960333,0.4081547521482135,0,0,1,0,0,0,0
0,0,0,0,0.9219333418810253,1,0,0,0,0,0,0,0,0,-0.6551528766195991,0.07740924325495384,1,0,0,0,0,0,0
0,1,1,1,1.1670662262470934,1,1,0,0,1,0,1,0,1,0.01343406155603252,0.7405996741059854,1,0,0,0,0,1,0
1,0,1,1,-1.2842626174135892,1,0,0,0,0,0,0,0,0,-1.4879832561832886,-1.0007911001296992,0,0,0,1,0,0,0
0,0,0,0,0.8810778611533472,1,0,0,0,1,0,1,1,1,0.9723503153166152,1.2243144291048886,1,0,1,0,1,0,0
1,0,0,0,-0.9165632908644868,1,0,0,0,0,0,0,0,1,0.17270042896263443,-0.682956716466825,0,0,1,0,0,1,0
1,0,0,1,0.30910113096585456,1,0,1,1,0,0,0,0,1,-0.31671184588056966,-0.06534145416407748,0,0,0,0,0,0,1
0,0,1,1,0.758511418970313,1,0,1,1,0,0,0,0,1,0.47630194183146973,0.7642148946128443,0,0,1,0,0,0,0
1,0,1,1,1.616476514251552,1,0,1,1,0,1,1,1,0,1.3506079379072953,2.350186619494042,0,1,1,0,0,0,0
1,0,0,0,1.2896326684301276,1,1,1,0,1,1,0,1,0,1.1432298553466156,1.8813693166840446,0,1,1,0,1,0,0
1,0,1,0,1.616476514251552,1,1,0,0,0,0,0,0,0,-1.292218346246007,-0.18319685370298075,0,1,0,1,1,0,0
