gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,-0.6303319887333076,1,0,0.8805402439652316,-0.3191280716927535,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,1.2421318138420157,1,0,-1.342812533759457,-0.3191280716927535,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,-1.0373893371192475,0,1,-0.679125137423729,-0.8938547192686048,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,1.6084834273893616,1,1,1.7433338592016778,2.8025728177375773,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,0,0,0.5094285867473239,0,0,-1.0109688355915931,-0.3094688003049241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,1,-1.2816237461508113,1,1,0.8141715043316587,-0.9711288903712403,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1.6084834273893616,1,1,1.5110432704841732,2.527722640974794,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.8338606629262776,1,1,0.5486965457973676,-0.6097843289083483,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,-0.10115743583158582,1,1,1.2123839421330955,0.2705265407551979,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,1.6084834273893616,1,1,1.577412010117746,2.529039814345862,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,1,0,-0.30468611002455576,1,1,0.15048410799593087,-0.21419325979769738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.22327464034736777,1,1,0.6814340250645132,-0.06579172665740879,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,1.0386031396490458,1,0,0.21685284762950366,0.8470094194924728,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,-1.2409180113122174,1,1,-0.6459407676069426,-0.9680554858387491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1.1200146093262338,1,1,-0.1813595901719331,0.5532797577443868,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,1,1,-0.5082147842175256,1,0,-1.508734382843389,-0.83677720652234,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,0,1.2421318138420157,1,0,0.6150652854309404,1.2917749611229825,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,1,1,-0.7524491932490895,1,0,-1.508734382843389,-0.8745361764929459,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,-0.1418631706701798,1,0,-1.4755500130266026,-0.7393063770633339,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,-1.2816237461508113,1,1,0.11729973817914446,-0.9803491039687139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.1418631706701798,1,0,0.8141715043316587,0.14144355039056816,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,-1.1595065416350294,1,0,-0.44683454870622424,-0.9219544178513813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1.5270719577121736,1,0,1.676965119568105,2.55801762850935,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,-1.0780950719578415,1,0,-0.31409706943907867,-0.8499489402330165,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,-1.1595065416350294,1,1,0.9800933534155908,-0.8249226461827311,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0.5501343215859179,1,0,-1.508734382843389,-0.6343715651682778,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,-0.9559778674420595,1,1,-0.679125137423729,-0.8574129226690665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,1,0.21685284762950366,-0.9790319305976461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.06045170099299184,1,1,1.2123839421330955,0.3697536013756275,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-1.2816237461508113,1,1,0.34959032689664926,-0.9772756994362226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.5094285867473239,1,0,0.28322158726307645,0.4698587775767689,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,-0.8745663977648716,1,0,-0.015437741088001118,-0.6883756733820514,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1.2421318138420157,1,1,1.4778589006673868,2.064077614358981,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,-1.2002122764736234,1,0,-1.342812533759457,-0.9724460637423079,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,-0.6710377235719016,1,0,-0.015437741088001118,-0.5606098563884894,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,0,1,1,-0.5489205190561197,1,0,-1.4755500130266026,-0.8424849577969664,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1.5677776925507676,1,1,0.48232780616379484,1.4327125118272213,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-0.6303319887333076,1,0,0.7146183948812996,-0.3911335493111184,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,0.7129572609402939,1,1,-0.679125137423729,-0.031106161219294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.2409180113122174,1,1,0.21685284762950366,-0.9412729606270402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.06166550352279012,1,0,-1.508734382843389,-0.7138410252226927,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0.387311382231542,1,0,-0.2809126996222923,0.0373868540762238,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,1.4863662228735797,1,0,0.6482496552477268,1.5574049242882921,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,-0.9559778674420595,1,1,-0.679125137423729,-0.8332647441994929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.1595065416350294,0,0,-1.1437063148587385,-0.9583962144509197,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0.8757802002946699,1,1,1.6437807497513186,1.6456555401498245,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,0.020959768684196134,1,0,-0.1813595901719331,-0.1531642269382296,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,0,1,-0.8338606629262776,1,1,0.6482496552477268,-0.5860752082291306,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1.5677776925507676,1,0,0.6814340250645132,1.7558590455291514,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-1.2002122764736234,0,1,-1.176890684675525,-0.9680554858387491,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.0373893371192475,1,1,0.34959032689664926,-0.7796996937760752,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.22448844287716607,1,0,-1.4755500130266026,-0.6848632110592043,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-0.5489205190561197,1,0,-1.508734382843389,-0.8534614025558636,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1.5270719577121736,1,1,0.6482496552477268,1.587699911822848,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,0.8757802002946699,0,0,-1.1437063148587385,-0.298492355546027,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.9571916699718578,1,0,0.01774662872878528,0.5317659260169485,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1.3235432835192036,1,1,-0.1813595901719331,0.631432044427734,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,0,1,0.1023712383613841,1,1,0.6814340250645132,0.3201400710654127,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,1.2421318138420157,1,1,0.5486965457973676,1.1978165939868235,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0.18378270803857208,1,0,-1.508734382843389,-0.6910100201241867,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-1.1595065416350294,1,1,0.8473558741484452,-0.8486317668619489,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.9152721326034655,1,1,1.1128308326827363,-0.5830018036966393,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,-1.2816237461508113,1,1,0.18366847781271725,-0.9794709883880021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.5270719577121736,1,0,-1.508734382843389,-0.40518339860250663,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-0.4268033145403377,1,1,0.8473558741484452,-0.13516285753363835,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.0373893371192475,1,1,0.44914343634700843,-0.7595030354197045,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.06045170099299184,1,1,-0.1813595901719331,-0.18389827226314143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1.4863662228735797,0,1,-0.3472814392558651,0.6459209515094781,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,1,0,0,-0.10115743583158582,1,1,1.3119370515834547,0.36009432998779806,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,0.8350744654560759,0,1,-0.3472814392558651,0.24286589996277722,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,1,0.21685284762950366,-0.9790319305976461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.5677776925507676,1,0,0.8473558741484452,1.76024962343271,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,1,0,0,0.18378270803857208,0,0,-0.9446000959580202,-0.43284403939492727,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,1.4863662228735797,1,1,1.5110432704841732,2.3310247508953585,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0,1,0,-0.6710377235719016,1,0,0.5155121759805812,-0.43020969265279196,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.2816237461508113,1,0,-1.508734382843389,-1.0018629356961521,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,1.4863662228735797,1,0,-0.1149908505383603,0.7719305373416167,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,1,0,-0.4675090493789317,1,1,1.5442276403009596,0.007091866541667852,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,1.1607203441648277,1,1,1.3783057912170276,1.7558590455291514,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,0.22448844287716607,1,1,1.3451214214002412,0.7574416302598725,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,0,-1.508734382843389,-1.0018629356961521,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,-0.38609757970174374,1,1,0.28322158726307645,-0.28927214194855344,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,-1.1595065416350294,1,0,-0.48001891852301065,-0.919759128899602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-1.0780950719578415,1,0,-0.3472814392558651,-0.8543395181365753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,-0.5489205190561197,1,1,0.34959032689664926,-0.4065005719735743,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,1,1,1.2828375486806096,1,0,0.15048410799593087,0.9422849599996994,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,1.2014260790034217,1,1,-1.3759969035762434,-0.3753274688583066,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,-1.2816237461508113,1,1,0.5486965457973676,-0.9746413526940874,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.2816237461508113,0,0,-1.1437063148587385,-0.9970333000022374,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.9966836022806536,0,0,-1.176890684675525,-0.9153685509960431,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.6084834273893616,1,1,1.6105963799345322,2.5567004551382824,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-0.8745663977648716,1,1,-0.14817522035514671,-0.7081332739480661,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.30468611002455576,1,0,-1.4755500130266026,-0.7968229475999546,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,1,1,-0.2639803751859618,1,0,1.3451214214002412,0.17964157815153,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-0.6303319887333076,1,0,0.31640595707986285,-0.4767498184305156,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-0.8745663977648716,1,1,-0.679125137423729,-0.802969756664937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.4456604880349857,1,0,-1.4755500130266026,-0.384986740246136,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1.0793088744876398,1,1,1.5442276403009596,1.8520127016170895,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.9559778674420595,0,0,-0.48001891852301065,-0.80692127677814,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
1,1,0,0,-1.2409180113122174,1,1,0.25003721744629004,-0.9425901339981079,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.590840056424512,1,1,0.6814340250645132,0.7657837282766343,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0.020959768684196134,0,1,-0.3472814392558651,-0.2185838377012562,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,0.5501343215859179,1,0,-1.508734382843389,-0.6317372184261425,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,1.3235432835192036,1,1,1.5110432704841732,2.170768657415461,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,0.631545791263106,0,1,-1.176890684675525,-0.3854257980364919,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.2409180113122174,1,1,-0.6127563977901562,-0.9733241793230197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.2816237461508113,1,1,0.31640595707986285,-0.9777147572265785,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,-1.2816237461508113,1,1,-0.5132032883397971,-0.9886912019854757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.2639803751859618,1,1,0.5155121759805812,-0.047351299462461686,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.6710377235719016,1,0,-1.4755500130266026,-0.8692674830086754,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.6722515261016999,1,0,1.3783057912170276,1.2614799735884266,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,0,0,-0.019745966154397852,1,0,-1.4755500130266026,-0.6997911759313044,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,-0.1418631706701798,1,1,-1.508734382843389,-0.7590639776293486,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-1.2409180113122174,0,0,-1.342812533759457,-0.9935208376793904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,1.5270719577121736,1,1,0.8473558741484452,1.8304988698896514,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,0.7536629957788878,1,1,0.9469089835988044,1.1143956138192057,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,1,1,0,0.9164859351332638,1,0,-0.14817522035514671,0.44571059910719535,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,-1.1188008067964355,1,1,0.8141715043316587,-0.7897980229542605,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.4863662228735797,1,1,-1.342812533759457,-0.25590374988150627,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,-0.7524491932490895,1,0,-0.48001891852301065,-0.7169144297551838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1.6084834273893616,1,1,1.2123839421330955,2.20501516506322,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,1.5677776925507676,0,1,-0.1149908505383603,0.8821340427209434,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0.346605647392948,1,0,-1.4755500130266026,-0.6699352461871043,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,1,-0.2639803751859618,0,0,-0.6459407676069426,-0.5066057481747157,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,-0.1418631706701798,1,1,0.44914343634700843,0.03650873849551204,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0.9164859351332638,1,0,0.3827746967134356,0.8136410274254257,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,1,0.26519417771576004,1,0,-0.44683454870622424,-0.10311163883765888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.4675090493789317,1,1,0.581880915614154,-0.1970700059738179,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.631545791263106,0,0,-1.0109688355915931,-0.305956337982077,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,1.5677776925507676,0,0,-0.1813595901719331,0.7995911781340374,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,0,1,-0.7931549280876836,1,0,0.7809871345148723,-0.5004589391097333,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-1.1595065416350294,1,0,-1.4755500130266026,-0.9733241793230197,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1.5270719577121736,1,1,1.5442276403009596,2.4122504421111968,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0.387311382231542,1,0,0.28322158726307645,0.3772175838116775,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
0,0,0,0,-1.2409180113122174,1,1,-1.4755500130266026,-0.9930817798890345,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,-0.7931549280876836,1,1,-1.4755500130266026,-0.8956109504300284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,-1.0780950719578415,1,0,-0.6459407676069426,-0.8850735634614871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.2816237461508113,1,0,0.21685284762950366,-0.9790319305976461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-0.1418631706701798,1,0,-1.508734382843389,-0.7586249198389927,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1.0793088744876398,0,1,-0.44683454870622424,0.3091636263065156,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,1,1.3235432835192036,0,0,-0.6459407676069426,0.277551465400892,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1,0,1,1,1.5677776925507676,1,0,0.8473558741484452,1.9174323123801162,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,0.7536629957788878,1,0,0.6150652854309404,0.8114457384736462,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,-0.5896262538947137,1,0,-1.4755500130266026,-0.847753651281237,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.6710377235719016,0,1,-0.8782313563244474,-0.7186706609166074,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0.06166550352279012,1,1,1.7101494893848914,0.7223170070314019,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-0.6303319887333076,1,0,0.5155121759805812,-0.4196723056842508,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,-0.06045170099299184,0,0,-0.1813595901719331,-0.19882623713524145,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,1,-0.1825689055087738,1,0,0.913724613782018,0.11729537192099458,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,0,1,1,0.8350744654560759,1,1,0.913724613782018,1.0880521463978527,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,1.1200146093262338,1,0,-0.015437741088001118,0.763149381534499,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,-0.38609757970174374,1,1,-0.5463876581565834,-0.5417303714031864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1.4863662228735797,1,1,1.411490161033814,2.2023808183210845,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,0,0,0,-0.30468611002455576,1,1,-1.4755500130266026,-0.7911151963253281,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,0.6722515261016999,1,0,1.1128308326827363,1.1499592948380322,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,0.9164859351332638,1,1,1.1128308326827363,1.455982574716083,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,-0.6710377235719016,1,1,0.6814340250645132,-0.4065005719735743,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1.2014260790034217,1,1,0.9800933534155908,1.5174506653659066,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,1.0386031396490458,1,1,0.9469089835988044,1.3760740568713121,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1.4863662228735797,1,0,-1.508734382843389,-0.4192332478938949,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,-1.2816237461508113,1,0,0.3827746967134356,-0.9768366416458668,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.22327464034736777,1,1,-0.2809126996222923,-0.37840087339079775,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0.6722515261016999,1,0,0.5486965457973676,0.7723695951319726,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,0,0,-1.2816237461508113,1,1,0.6814340250645132,-0.9728851215326638,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1.3235432835192036,1,0,-1.342812533759457,-0.30771256914350054,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0.26519417771576004,1,1,1.2787526817666683,0.7433917809684842,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
